"symbol","name","exchange","cik"
"JCI","JOHNSON CONTROLS ORD","NYSE","0000053669"
"JNJ","JOHNSON&JOHNSON ORD","NYSE","0000200406"
"JNY","JONES APPAREL ORD","NYSE","0001131759"
"JLL","JONES LANG LASAL ORD","NYSE","0001037976"
"JRN","JOURNAL COMM","NYSE","0001232241"
"JRC","JOURNAL REGISTER ORD","NYSE","0001035815"
"JPM","JPMORGAN CHASE AND CO ORD","NYSE","0000019617"
"KFI","K&F INDUSTRIES ORD","NYSE","0001310663"
"KSP","K-SEA TRANSPORT ORD","NYSE","0001178575"
"KTO","K2 ORD","NYSE","0001000097"
"KAI","KADANT ORD","NYSE","0000886346"
"KSU","KANSAS CITY STHN ORD","NYSE","0000054480"
"KT","KATY ORD","NYSE","0001070288"
"KDN","KAYDON ORD","NYSE","0000740694"
"KYN","KAYNE AND MLP IN ORD","NYSE","1293613"
"KYE","KAYNE ANDER FD","NYSE","1322652"
"KED","KAYNE ANDERSON ENERGY DEVMNT ORD","NYSE","1363890"
"KBH","KB HOME ORD","NYSE","0000795266"
"KBR","KBR ORD","NYSE","0001357615"
"KBW","KBW ORD","NYSE","0001063494"
"KEA","KEANE ORD","NYSE","0001169347"
"KEI","KEITHLEY INSTR ORD","NYSE","0000054991"
"K","KELLOGG ORD","NYSE","0000031235"
"KWD","KELLWOOD ORD","NYSE","0000055080"
"KEM","KEMET ORD","NYSE","0000887730"
"KMT","KENNAMETAL ORD","NYSE","0000055242"
"KCP","KENNETH COLE ORDINARY A","NYSE","0000921691"
"KEP","KEPCO ADR","NYSE","0000887225"
"KEY","KEYCORP ORD","NYSE","0001269834"
"KSE","KEYSPAN ORD","NYSE","0001062379"
"KRC","KILROY REALTY ORD","NYSE","0001025996"
"KMB","KIMBERLY CLARK ORD","NYSE","0000055785"
"KIM","KIMCO REALTY ORD","NYSE","0001044701"
"KMR","KINDER MORG MGMT ORD","NYSE","0001135017"
"KMI","KINDER MORGAN ORD","NYSE","0001135017"
"KMP","KINDER MORGAN UNT","NYSE","0000888228"
"KND","KINDRED HTHCARE ORD","NYSE","0001060009"
"KCI","KINETIC CONCEPTS ORD","NYSE","0000831967"
"KG","KING PHARM ORD","NYSE","0001047699"
"KFS","KINGSWAY FINL ORD","NYSE","0001072627"
"KGC","KINROSS GOLD ORD","NYSE","0000701818"
"KEX","KIRBY ORD","NYSE","0001035505"
"KRG","KITE REALTY GRP ORD","NYSE","0001286043"
"KFN","KKR FINANCIAL ORD","NYSE","0001301508"
"KMA","KMG AMERICA ORD","NYSE","0001299210"
"KNX","KNIGHT TRANS ORD","NYSE","0000929452"
"KNL","KNOLL INC ORD","NYSE","0001011570"
"KSS","KOHLS ORD","NYSE","0001195121"
"PHG","KON PHILIPS ADR","NYSE","0000313216"
"KNM","KONAMI CORPORATN","NYSE","0001191141"
"KB","KOOKMIN BANK ADR","NYSE","0001143680"
"KOR","KOOR INDS LTD","NYSE","0000791531"
"KOP","KOPPERS HOLDINGS ORD","NYSE","0001315257"
"KEF","KOREA EQUITY CF","NYSE","912023"
"KF","KOREA FUND","NYSE","0000748691"
"KFY","KORN FERRY INTL ORD","NYSE","0000056679"
"KFT","KRAFT FOODS A ORD","NYSE","0001103982"
"KKD","KRISPY KREME ORD","NYSE","0001100270"
"KR","KROGER ORD","NYSE","0001206514"
"KRO","KRONOS WW INC","NYSE","0001257640"
"KTC","KT ADR","NYSE","0000892450"
"KUB","KUBOTA CORP","NYSE","0000109821"
"KV.A","KV PHARM A ORD","NYSE","57055"
"KV.B","KV PHARM ORDINARY B","NYSE","57055"
"KYO","KYOCERA CORP","NYSE","0000057083"
"LLL","L 3 COMMS HLDGS ORD","NYSE","0001039101"
"ID","L-1 IDENTITY SOLUTIONS ORD","NYSE","1018332"
"LZB","LA Z BOY ORD","NYSE","0000057131"
"LH","LAB CRP OF AMER ORD","NYSE","0000920148"
"LRW","LABOR READY ORD","NYSE","0000768899"
"LAB","LABRANCHE ORD","NYSE","0001089044"
"LG","LACLEDE GROUP ORD","NYSE","0000057183"
"LR","LAFARGE ADR","NYSE","0000913785"
"LI","LAIDLAW ORDINARY","NYSE","0000737874"
"LMS","LAMSON & SESS ORD","NYSE","0001067894"
"LFL","LAN AIRLINES ADR","NYSE","0001047716"
"LFG","LANDAMER FINL GP ORD","NYSE","0000877355"
"LDR","LANDAUER ORD","NYSE","0000825410"
"LNY","LANDRYS REST ORD","NYSE","0000908652"
"LVS","LAS VEGAS SNDS ORD","NYSE","0001300514"
"LHO","LASALLE HOTEL ORD","NYSE","0001053532"
"BLX","LAT AM EXP BNK ORD","NYSE","0000890541"
"LDF","LATIN AMERICAN","NYSE","884461"
"LDZ","LAZARD EQ UNT","NYSE","1320766"
"LGI","LAZARD GLOBAL TOTAL RETURN INCOME CF","NYSE","1278211"
"LAZ","LAZARD ORD","NYSE","0001311370"
"LOR","LAZARD WORLD DIVIDEND & INCOME CF","NYSE","1323206"
"LF","LEAPFROG ENTRPRS ORDINARY A","NYSE","0001138951"
"LEA","LEAR ORD","NYSE","0001002037"
"LEE","LEE ENTERPRISES ORD","NYSE","0000058361"
"LM","LEGG MASON ORD","NYSE","0001014891"
"LEG","LEGGETT & PLATT ORD","NYSE","0000058492"
"GIZ","LEH BRO HLD NTS","NYSE","1363084"
"XFD","LEHAMAN ABS 6.7 AIG 2002-10 DEBENTU","NYSE","0001396358"
"JBJ","LEHMAN 6.25%","NYSE","1020434"
"CWZ","LEHMAN ABS","NYSE","1356737"
"JZY","LEHMAN ABS","NYSE","1273897"
"JZO","LEHMAN ABS","NYSE","0000829281"
"JZC","LEHMAN ABS","NYSE","0000829281"
"XKO","LEHMAN ABS 2001 37 DEBENTURES","NYSE","0001299124"
"CIL","LEHMAN ABS 2001-20 DEB A","NYSE","823621"
"XKX","LEHMAN ABS 7.5% DAIMLERCHRYSLER DEB","NYSE","0001299124"
"XKN","LEHMAN ABS 7.7% FORD MOTOR DEBENTUR","NYSE","0001299124"
"XFB","LEHMAN ABS 8.125 NEWS 2002-9 DEBENT","NYSE","0001299124"
"XFH","LEHMAN ABS 8.2 MOTOROLA 2002-12 DEB","NYSE","0001299124"
"JZJ","LEHMAN ABS AT&T CRP BKD CTFS","NYSE","0001299124"
"JZE","LEHMAN ABS AT&T NT BKD 6.75% DEBT","NYSE","0001299124"
"XVF","LEHMAN ABS CB TR 03 6 DEBENTURES","NYSE","0001299124"
"JZV","LEHMAN ABS CNA FINCL DEBENTURES 7%","NYSE","0001299124"
"JZH","LEHMAN ABS CORP","NYSE","0000829281"
"XVG","LEHMAN ABS CORP BKD BOEING DEBENTUR","NYSE","0001299124"
"JZZ","LEHMAN ABS CORP BKD CIT CAP TR 6.75","NYSE","0001299124"
"JZT","LEHMAN ABS CORP BKD KRAFT FOODS","NYSE","0001299124"
"CRG","LEHMAN ABS CORPORATE BACKED TR CERT","NYSE","110985"
"JZS","LEHMAN ABS CRP BKD 5.8% GS","NYSE","0001299124"
"JZL","LEHMAN ABS CRP BKD BOEING 6.25% A1","NYSE","0001299124"
"JZK","LEHMAN ABS CRP BKD SPRINT 7% A1","NYSE","1268305"
"JZD","LEHMAN ABS DAIM CHR DEBT","NYSE","0001299124"
"XFK","LEHMAN ABS DEBENTURES","NYSE","0001299124"
"XFJ","LEHMAN ABS DEBENTURES","NYSE","0001299124"
"JBK","LEHMAN ABS GLDM 3.5 DEBT","NYSE","1075335"
"XKK","LEHMAN ABS GOODYEAR NT BK TR","NYSE","0001299124"
"XFL","LEHMAN ABS VERIZON DEBENTURES","NYSE","1076673"
"XFP","LEHMAN AM GENERL","NYSE","0001299124"
"LEH","LEHMAN BROS HLDG ORD","NYSE","0000806085"
"XFR","LEHMAN BRSTL MYR","NYSE","0001299124"
"JBI","LEHMAN DUKE A-1","NYSE","1031260"
"JBO","LEHMAN GLDMN","NYSE","1143951"
"CVB","LEHMAN KNDR MRGN","NYSE","354647"
"XKE","LEHMAN TOYS R US 2001-31 DEBENTURES","NYSE","0001299124"
"LEN.B","LENNAR CORP B","NYSE","920760"
"LEN","LENNAR ORD","NYSE","0001045858"
"LII","LENNOX INTL ORD","NYSE","0001069202"
"LNX","LENOX GROUP","NYSE","0000902270"
"LUK","LEUCADIA ORD","NYSE","0000096223"
"LEV","LEVITT CORP","NYSE","0001218320"
"LXP","LEXINGTON REALTY ORD","NYSE","0001048366"
"LXK","LEXMARK INTL ORDINARY A","NYSE","0001001288"
"LPL","LG PHILIPS LCD ADR","NYSE","0001290109"
"LBC","LHMN FST INC OPP","NYSE","1228361"
"LBY","LIBBEY ORD","NYSE","0000902274"
"ASG","LIBERTY ALL ST","NYSE","0000786035"
"USA","LIBERTY ALL-STAR","NYSE","0000799195"
"LRY","LIBERTY PROP ORD","NYSE","0000712770"
"LTM","LIFETIME FITNESS ORD","NYSE","0001076195"
"LTD","LIMITED BRANDS ORD","NYSE","0000701985"
"TVL","LIN TV ORDINARY A","NYSE","0001166789"
"LNC","LINCOLN NATL ORD","NYSE","0000059558"
"LNN","LINDSAY ORD","NYSE","0000836157"
"LGF","LIONS GATE ENTER ORD","NYSE","0001264383"
"LAD","LITHIA MOTORS","NYSE","0001023128"
"LYV","LIVE NATION ORD","NYSE","1335258"
"LIZ","LIZ CLAIRBORNE ORD","NYSE","0000352363"
"LRT","LL&E ROYALTY TR","NYSE","0000721765"
"LYG","LLOYDS TSB","NYSE","0001160106"
"SCD","LMP CAPITAL & INCM CF","NYSE","1270131"
"TLI","LMP CORP LOAN FD","NYSE","1068963"
"RIT","LMP REAL ESTATE INCM CF","NYSE","1173557"
"LMT","LOCKHEED MARTIN ORD","NYSE","0000936468"
"LTR","LOEWS ORD","NYSE","0001054588"
"LSS","LONE STAR TECH ORD","NYSE","0000791348"
"LDG","LONGS DRUG STRS ORD","NYSE","0000764762"
"LFB","LONGVIEW FIBRE ORD","NYSE","0000060302"
"LPX","LOUISIANA PAC ORD","NYSE","0000060519"
"LOW","LOWES ORD","NYSE","0001187361"
"SCX","LS STARRETT ORD","NYSE","0000093676"
"LSI","LSI ORD","NYSE","0000703360"
"LTC","LTC PROPERTIES ORD","NYSE","0000887905"
"LZ","LUBRIZOL ORD","NYSE","0000060751"
"LUB","LUBYS ORD","NYSE","0000016099"
"LUM","LUM MORT CPTL ORD","NYSE","0001236309"
"LUX","LUXOTTICA ADR","NYSE","0000857471"
"LDL","LYDALL ORD","NYSE","0000060977"
"LYO","LYONDELL CHEM ORD","NYSE","0000842635"
"MHO","M I HOMES ORD","NYSE","0000799292"
"MFW","M&F WORLDWIDE ORD","NYSE","0000945235"
"MTB","M&T BANK ORD","NYSE","0000036270"
"TUC","MAC GRAY ORD","NYSE","0001038280"
"MRD","MACDERMID ORD","NYSE","0000061138"
"MAC","MACERICH ORD","NYSE","0000912242"
"CLI","MACK CALI REALTY ORD","NYSE","0001067063"
"MFD","MACQUARIE GLB IN","NYSE","1276469"
"MGU","MACQUARIE GLBL INFRASTRUCTURE CF","NYSE","1326390"
"MIC","MACQUARIE INFRA ORD","NYSE","0001289788"
"MAD","MADECO ADR","NYSE","0000899296"
"MSP","MADISON STRATEGIC SECTOR PREMIUM CF","NYSE","1317080"
"MGG","MAGALLAN MIDSTREAM HOLDINGS UNT","NYSE","0000789570"
"MMP","MAGELLAN MIDST ORD","NYSE","0001126975"
"MGA","MAGNA INTNL","NYSE","0000749098"
"MAG","MAGNETEK ORD","NYSE","0000751085"
"MPG","MAGUIRE PROP ORD","NYSE","0001204560"
"MTA","MAGYAR TELEKOM TELECOMMUNICATNS ADR","NYSE","0001047564"
"MTE","MAHANAGAR TEL","NYSE","0001160262"
"MFB","MAIDENFORM BRDS ORD","NYSE","0001323531"
"MF","MALAYSIA FUND","NYSE","811797"
"MTW","MANITOWOC ORD","NYSE","0000061986"
"HCR","MANOR CARE ORD","NYSE","0001048324"
"MAN","MANPOWER ORD","NYSE","0000062072"
"MFC","MANULIFE FINL ORD","NYSE","0001086888"
"MRO","MARATHON OIL ORD","NYSE","0000101778"
"MCS","MARCUS ORD","NYSE","0001039535"
"MPX","MARINE PRODUCTS ORD","NYSE","0001129155"
"HZO","MARINEMAX ORD","NYSE","0001057060"
"ME","MARINER ENERGY ORD","NYSE","0001022345"
"MKV","MARKEL CORP","NYSE","0001096343"
"MKL","MARKEL ORD","NYSE","0001096343"
"MAR","MARRIOTT INTL A ORD","NYSE","0001048286"
"MMC","MARSH & MCLENNAN ORD","NYSE","0000062709"
"MI","MARSHAL & ILSLEY ORD","NYSE","0000062741"
"MSO","MARTHA STEWART A ORD","NYSE","0001091801"
"MLM","MARTIN MARIETTA ORD","NYSE","0000062857"
"MVL","MARVEL ENTRTNMNT ORD","NYSE","0000933730"
"NRG","MARWEST HYDRO ORD","NYSE","0001013871"
"MAS","MASCO ORD","NYSE","0000062996"
"MYS","MASISA DEPOSITORY RECEIPT","NYSE","0000900335"
"MEE","MASSEY ENERGY ORD","NYSE","0000037748"
"MCI","MASSMUTUAL CORP","NYSE","0000275694"
"MPV","MASSMUTUAL PART","NYSE","0000831655"
"MTZ","MASTEC ORD","NYSE","0000015615"
"MA","MASTERCARD CL A ORD","NYSE","0001141391"
"MSC","MATERIAL SCI ORD","NYSE","0000755003"
"MC","MATSUSHITA ADR","NYSE","0000063271"
"MAT","MATTEL ORD","NYSE","0000275695"
"MMS","MAXIMUS ORD","NYSE","0001032220"
"MZF","MBIA CLYMR MUNI","NYSE","1235511"
"MBI","MBIA ORD","NYSE","0001009215"
"MFE","MCAFEE ORD","NYSE","0000890801"
"MNI","MCCLATCHY ORDINARY A","NYSE","0001056087"
"MKC.V","MCCORMICK ORD","NYSE","0001017985"
"MKC","MCCORMICK ORD","NYSE","0001017985"
"MDR","MCDERMOTT INTL ORD","NYSE","0000708819"
"MCD","MCDONALDS ORD","NYSE","0001350667"
"MHP","MCGRAW HILL ORD","NYSE","0000064040"
"MCK","MCKESSON CORP ORD","NYSE","0000927653"
"MMR","MCMORAN EXPLOR ORD","NYSE","0000064279"
"MDC","MDC HOLDINGS ORD","NYSE","0000773141"
"MDZ","MDS ORD","NYSE","0001057698"
"MCN","MDSN CLYMR CL FD","NYSE","1289868"
"MDU","MDU RES GROUP ORD","NYSE","0000067716"
"MIG","MEADOWBROOK INS ORD","NYSE","0000949156"
"MWV","MEADWESTVACO ORD","NYSE","0001159297"
"MTL","MECHEL STEEL DEPOSITORY RECEIPT","NYSE","0001302362"
"MRN","MED STAFF NTWK ORD","NYSE","0001163958"
"MHS","MEDCO HEALTH ORD","NYSE","0001170650"
"MEG","MEDIA GENERAL","NYSE","0000216539"
"MPW","MEDICAL PROP ORD","NYSE","0001287865"
"MRX","MEDICIS PHARM A ORD","NYSE","0000859368"
"MED","MEDIFAST ORD","NYSE","0000910329"
"MDT","MEDTRONIC ORD","NYSE","0000064670"
"MEL","MELLON FINANCIAL ORD","NYSE","0000064782"
"WFR","MEMC ELECTRONIC ORD","NYSE","0000945436"
"MW","MENS WEARHOUSE ORD","NYSE","0000884217"
"MNT","MENTOR ORD","NYSE","0000064892"
"PYG","MER LYN DEP INC","NYSE","0001025561"
"MRK","MERCK & CO ORD","NYSE","0000064978"
"SRA","MERCK SERONO ADR","NYSE","0001117399"
"MCY","MERCURY GENERAL ORD","NYSE","0000064996"
"MDP","MEREDITH ORD","NYSE","0001077823"
"MDG","MERIDIAN GOLD ORD","NYSE","0001016888"
"TMR","MERIDIAN RSC ORD","NYSE","0000869369"
"PJJ","MERIL LYN A PRF","NYSE","1169356"
"MTH","MERITAGE HOMES ORD","NYSE","0001315934"
"PYD","MERRIL LYNCH 7.0","NYSE","1257834"
"MER","MERRILL LYNCH ORD","NYSE","0001007483"
"IEM","MERRILL LYNCH S&P INFLTN ADJ MIT ORD","NYSE","873611"
"MTR","MESA ROYALTY TR","NYSE","0000313364"
"MSB","MESABI ORD","NYSE","0000065172"
"MPR","MET PRO ORD","NYSE","0000065201"
"MM","METAL MANAGEMENT ORD","NYSE","0000795665"
"MLG","METLIFE 5.875","NYSE","1099219"
"MET","METLIFE ORD","NYSE","0001099219"
"MEU","METLIFE UNITS","NYSE","1099219"
"MGS","METROGAS B ADR","NYSE","1231975"
"PCS","METROPCS COMMUNI","NYSE","0001283699"
"MX","METSO CORP","NYSE","0001013626"
"MTD","METTLER TOLEDO ORD","NYSE","0001037646"
"MXE","MEXICO EQUITY AND INCOME CF","NYSE","863900"
"MFA","MFA MTG INVTS ORD","NYSE","0001055160"
"MCR","MFS CHARTER INCM","NYSE","851170"
"MGF","MFS GOVT MARKET","NYSE","811922"
"MIN","MFS INTERMEDIATE","NYSE","826735"
"MMT","MFS MULTIMARKET","NYSE","809173"
"MFM","MFS MUNICIPAL","NYSE","801961"
"MFV","MFS SPECIAL VAL","NYSE","856128"
"MTG","MGIC INVESTMENT ORD","NYSE","0000876437"
"MGM","MGM MIRAGE ORD","NYSE","0000789570"
"MIM","MI DEVELOPMENTS A ORD","NYSE","0001252509"
"MU","MICRON TECH ORD","NYSE","0000723125"
"MAA","MID AMER APART ORD","NYSE","0000912595"
"MDS","MIDAS ORD","NYSE","0001046131"
"MWY","MIDWAY GAMES ORD","NYSE","0001022080"
"MZ","MILACRON ORD","NYSE","0000716823"
"MLR","MILLER INDS ORD","NYSE","0000924822"
"MIL","MILLIPORE ORD","NYSE","0000066479"
"MR","MINDRAY MEDICAL INTERNATIONAL ADR","NYSE","0000068145"
"MSA","MINE SAFETY APPL ORD","NYSE","0000066570"
"MTX","MINERALS TECH ORD","NYSE","0000891014"
"MIR","MIRANT ORD","NYSE","0001010775"
"MPJ","MISS PWR CO SR E","NYSE","1250313"
"MTU","MITSUB UFJ FG DEPOSITORY RECEIPT","NYSE","0000067088"
"MFG","MIZUHO FINCL GR ADR RPSTG 1/500 ORD","NYSE","0001335730"
"PYB","ML 5.75% TRST CT","NYSE","0001386269"
"PJI","ML 6.00% PPLUS A","NYSE","1219122"
"PJE","ML 8.25% FMC1","NYSE","1181513"
"HCH","ML CANADA HLDSR","NYSE","1143718"
"PYC","ML DEP 6.00% GS","NYSE","1056585"
"PYA","ML DEP 7% LIB MD","NYSE","1116997"
"PJH","ML DEP BELO CP","NYSE","1165964"
"PKJ","ML DEP CTR-1","NYSE","1163406"
"PIJ","ML DEP FRD-1","NYSE","1143716"
"PYT","ML DEP GLD SACHS","NYSE","1283677"
"PKK","ML DEP INC","NYSE","1163406"
"PYL","ML DEP LIB MEDIA","NYSE","1389846"
"CPP","ML DEP PFDPLUS","NYSE","1163406"
"PYV","ML DEP PPLUS JPM","NYSE","1297915"
"PJA","ML DEP QWEST","NYSE","1163519"
"PKH","ML DEP QWS-1","NYSE","1162898"
"PYI","ML DEP TWC-1","NYSE","1280962"
"PKM","ML DEP-AFC CAP","NYSE","1163406"
"RNS","ML DEPOSITOR","NYSE","1341319"
"PJK","ML DEPOSITOR 7.05% A PRF","NYSE","1173925"
"PYO","ML DEPOSITOR 7.25% 5DCNA-1 CTF A PRF","NYSE","1051578"
"PJR","ML DEPOSITOR 7.4","NYSE","1248623"
"PJL","ML DEPOSITOR INC","NYSE","1178405"
"PJT","ML DEPOSITR 6.05","NYSE","1201478"
"PJS","ML DEPOSITR 7.55","NYSE","1196707"
"PJW","ML DEPOSTR 6.500","NYSE","1205538"
"PJZ","ML DEPOSTR 7.25","NYSE","1241461"
"PJV","ML DEPOSTR 7.875","NYSE","1214802"
"PIY","ML DPST CITIZENS","NYSE","1163406"
"PYJ","ML DPSTR COMCAST","NYSE","1286189"
"PYK","ML DPSTR GLDM SA","NYSE","1278271"
"PYE","ML DPSTR PPLUS A","NYSE","1260395"
"PIS","ML LIBERTY MEDIA","NYSE","1163406"
"NUT","ML MACADAMIA","NYSE","0000792161"
"PZB","ML PPLUS 6.7% SER LTD-1 TR CTF CL A","NYSE","0001386269"
"PYS","ML PPLUS A 6.30%","NYSE","1316422"
"PYY","ML PPLUS CLA 6%","NYSE","0001386269"
"HYF","MNG HI YLD PLUS","NYSE","1060392"
"MBT","MOBILE TELESYS ADR","NYSE","0001115837"
"MOD","MODINE ORD","NYSE","0000067347"
"MHK","MOHAWK INDS ORD","NYSE","0000851968"
"MOH","MOLINA HLTHCRE ORD","NYSE","0001179929"
"TAP.A","MOLSON COORS BR A ORD","NYSE","24545"
"TAP","MOLSON COORS BR ORD","NYSE","0000024545"
"MNC","MONACO COACH ORD","NYSE","0000910619"
"MGI","MONEYGRAM INTL ORD","NYSE","0001273931"
"MON","MONSANTO ORD","NYSE","0001110783"
"MTS","MONTGOM ST INCM","NYSE","0000067813"
"MRH","MONTPELIER RE ORD","NYSE","0001165880"
"MCO","MOODYS CORP ORD","NYSE","0001059556"
"MOG.A","MOOG ORDINARY A","NYSE","67887"
"MOG.B","MOOG ORDINARY B","NYSE","67887"
"OIB","MORGAN MUNI II","NYSE","847593"
"OIC","MORGAN MUNI III","NYSE","861069"
"IMC","MORGAN STANLEY MUNICIPAL BOND ETF","NYSE","51410"
"MS","MORGAN STANLEY ORD","NYSE","0000855683"
"MRT","MORTONS REST GRP","NYSE","0000883981"
"MOS","MOSAIC ORD","NYSE","0001285785"
"MOT","MOTOROLA ORD","NYSE","0001175834"
"MOV","MOVADO GROUP ORD","NYSE","0000072573"
"MPS","MPS GROUP ORD","NYSE","0000924646"
"APF","MS ASIA-PAC FD","NYSE","919808"
"IIC","MS CA INSURED","NYSE","894146"
"IQC","MS CA QUALITY","NYSE","898618"
"MWJ","MS CAP TR II","NYSE","1068279"
"MSJ","MS CAP TR VI","NYSE","1216710"
"MWG","MS CAP TRST IV","NYSE","1180882"
"MSZ","MS CAPITL TRUST VII 6.6% 10/15/66 11","NYSE","902760"
"MWR","MS CAPT TRST III","NYSE","895421"
"MWO","MS CAPTL TR V","NYSE","1339392"
"CAF","MS CHINA A SHARES ETF","NYSE","1368493"
"RNE","MS EAST EUROPE","NYSE","918686"
"MSF","MS EMERG MKTS FD","NYSE","878929"
"MSD","MS EMRG MKT DEBT","NYSE","904112"
"EDD","MS EMRG MRKT DOM","NYSE","1388141"
"MGB","MS GLBL OPP BD","NYSE","921187"
"MSY","MS HIGH YLD FUND","NYSE","912734"
"ICB","MS INCM SECUR","NYSE","93284"
"IIF","MS INDIA INVEST","NYSE","916618"
"IIM","MS INS MUN INC","NYSE","885601"
"IMS","MS INS MUN SEC","NYSE","913345"
"IMT","MS INS MUNI TR","NYSE","880161"
"ICS","MS INSURED CA","NYSE","913342"
"IQT","MS INTRCP QUAL","NYSE","876982"
"OIA","MS MUN INC OPP","NYSE","835333"
"PIA","MS MUNI PREM","NYSE","842891"
"IQN","MS NY QUALITY","NYSE","898659"
"IQI","MS QUAL MUNI","NYSE","885125"
"IQM","MS QUALITY","NYSE","898496"
"DKP","MS SATRN GSCH","NYSE","1329743"
"DKK","MS SATRNS 8% A","NYSE","1184256"
"HJL","MS ST SAT GS 6% UNT","NYSE","1110634"
"HJS","MS STRCT ASST 7.0% CL A CALLABLE UNT","NYSE","933743"
"HJR","MS STRCTD AST DEB BACKD CALLABLE UNT","NYSE","1194480"
"DKR","MS STRCTD SATURNS 2003-8 7.00% A UNT","NYSE","1218650"
"HJT","MS STRD AST SAT CUMNS DEB 7.375% UNT","NYSE","1239136"
"DKM","MS STRD DOW CH","NYSE","1260323"
"HJV","MS STRUCT ASET A","NYSE","1208391"
"HJG","MS STRUCTURED","NYSE","1375223"
"DKW","MS STRUCTURED","NYSE","1127121"
"DKQ","MS STRUCTURED","NYSE","0001071246"
"DKX","MS STRUCTURED","NYSE","0001071246"
"DKY","MS STRUCTURED","NYSE","1398812"
"DKL","MS STRUCTURED","NYSE","1346985"
"HJO","MS STRUCTURED DEBT","NYSE","1303457"
"HJB","MS STRUCTURED GOLDMAN SACHS TR UNIT","NYSE","1180446"
"HJA","MS STRUCTURED SATURNS HERTZ UNT","NYSE","1241232"
"DKF","MS STRUCTURED SATURNS UN","NYSE","1089977"
"HJE","MS STRUCTURED VERIZON GLBL TR UNIT A","NYSE","938864"
"MSM","MSC INDUSTRIAL A ORD","NYSE","0001003078"
"MJM","MSDW SATURNS SAFECO UNT","NYSE","1071246"
"MKE","MSDW STRCTRD VRZ","NYSE","1174662"
"MJH","MSDW STRUCT SATURNS BK OF AM UN","NYSE","1234668"
"MJF","MSDW STRUCTURED","NYSE","1030461"
"MJV","MSDW STRUCTURED 2002-4 8% CALL UN A","NYSE","1230593"
"DKC","MSDW STRUCTURED SATRNS GE 02-14 UN A","NYSE","1222184"
"MJW","MSDW STRUCTURED SATRNS SAFCO 8.25 UN","NYSE","1174463"
"MKK","MSDW STRUCTURED SATURNS 7% UN A","NYSE","1188264"
"MKS","MSDW STRUCTURED SATURNS AIG UN A","NYSE","920758"
"MJT","MSDW STRUCTURED SATURNS DPL UN A","NYSE","1283678"
"MJY","MSDW STRUCTURED STRNS DPL 7.875 UN A","NYSE","1240166"
"MLI","MUELLER INDS ORD","NYSE","0000089439"
"MWA","MUELLER WATER A ORD","NYSE","0001291000"
"MWA.B","MUELLER WATER B ORD","NYSE","1350593"
"MMA","MUNI MTGE & EQ ORD","NYSE","0001003201"
"MCA","MUNIYIELD CALIFORNIA INSURED CF","NYSE","888410"
"MUR","MURPHY OIL ORD","NYSE","0000717423"
"MVO","MV OIL TRUST","NYSE","0001371782"
"MVC","MVC CAPITAL","NYSE","0001099941"
"MYE","MYERS INDUSTRIES ORD","NYSE","0000069488"
"MYL","MYLAN LABS ORD","NYSE","0000069499"
"NRT","N EUROPEAN OIL ORD","NYSE","0000072633"
"NBR","NABORS INDSUSTRIES ORD","NYSE","0001163739"
"NC","NACCO ORD","NYSE","0001234712"
"NLC","NALCO HOLDING ORD","NYSE","0001298341"
"NTE","NAM TAI ORD","NYSE","0000829365"
"NTG","NATCO GROUP ORD","NYSE","0001057693"
"NCC","NATIONAL CITY ORD","NYSE","0001116623"
"NFP","NATIONAL FIN PRT ORD","NYSE","0001183186"
"NGG","NATIONAL GRID ADR","NYSE","0001004315"
"NPK","NATIONAL PRESTO ORD","NYSE","0000080172"
"NNN","NATIONAL RET PRP","NYSE","0000751364"
"NRN","NATIONAL RURAL","NYSE","70502"
"NFS","NATIONWIDE FINANCIAL A ORD","NYSE","0001029786"
"NHP","NATIONWIDE HLTH ORD","NYSE","0000780053"
"NAB","NATL AUS BNK ADR","NYSE","0000833029"
"NFG","NATL FUEL GAS ORD","NYSE","0000070145"
"NHI","NATL HEALTH INV ORD","NYSE","0000877860"
"NRP","NATL RSC PTNRS UN","NYSE","0001171486"
"NRS","NATL RUR FIN CP","NYSE","70502"
"NSM","NATL SEMICONDUCT ORD","NYSE","0000070530"
"NSP","NATURAL RESOURCE UNT","NYSE","0001171486"
"NTZ","NATUZZI SPA","NYSE","0000900391"
"NLS","NAUTILUS GROUP ORD","NYSE","0001078207"
"NCI","NAVIGANT CONSUL ORD","NYSE","0001019737"
"NM","NAVIOS MARITIME ORD","NYSE","0001333172"
"NVT","NAVTEQ CORP ORD","NYSE","834208"
"NBD","NB CAPITAL ADR","NYSE","1049551"
"NTY","NBTY ORD","NYSE","0000070793"
"NCS","NCI BUILDING SYS ORD","NYSE","0000883902"
"NCR","NCR ORD","NYSE","0001048375"
"NP","NEENAH PAPER ORD","NYSE","0001296435"
"NNI","NELNET ORD","NYSE","0001258602"
"NWK","NETWORK EQUIPMEN ORD","NYSE","0000752431"
"NRI","NEUBERGER BERMAN REALTY INCOME CF","NYSE","1221327"
"NRL","NEUBRGR RE INCM","NYSE","1187520"
"NSR","NEUSTAR A ORD","NYSE","0001265888"
"HYB","NEW AMERICA","NYSE","825345"
"GF","NEW GERMANY FUND","NYSE","858706"
"IRL","NEW IRELAND FD","NYSE","858707"
