"name","symbol","CIK"
"GRIFFON","GFF",NULL
"GROUP 1 AUTO","GPI","0001031203"
"GRUMA ADR B","GMK",NULL
"GRUPO CASA SABA ADR","SAB",NULL
"GRUPO ELEKTRA GDR","EKT",NULL
"GRUPO IMSA ADR","IMY",NULL
"GRUPO MASECA ADR","MSK",NULL
"GRUPO TELEVISA ADR","TV",NULL
"GRUPO TMM ADR","TMM",NULL
"GT PLAINS ENRGY","GXP","0001143068"
"GTECH HLDGS","GTK",NULL
"GUANGSHEN RAILWY ADR","GSH",NULL
"GUCCI GROUP","GUC",NULL
"GUESS","GES",NULL
"GUIDANT","GDT",NULL
"GUNDLE SLT ENV","GSE",NULL
"H&Q HEALTHCARE","HQH",NULL
"H&Q LIFE SCIS","HQL",NULL
"H&R BLOCK","HRB",NULL
"HAEMONETICS","HAE",NULL
"HALLIBURTON","HAL",NULL
"HANCOCK FABRICS","HKF",NULL
"HANDLEMAN","HDL",NULL
"HANGER ORTHOPED","HGR",NULL
"HANOVER COMP","HC",NULL
"HANSON ADR","HAN",NULL
"HARLAND","JH",NULL
"HARLEY DAVIDSON","HDI",NULL
"HARMAN INTL","HAR",NULL
"HARRAHS ENTER","HET",NULL
"HARRIS","HRS",NULL
"HARSCO","HSC",NULL
"HARTE HANKS","HHS",NULL
"HARTFORD FINL","HIG",NULL
"HARTFORD INCM SH","HSF",NULL
"HARTMARX","HMX",NULL
"HARVEST NATURAL","HNR",NULL
"HASBRO","HAS",NULL
"HATTERAS INCOME","HAT",NULL
"HAVERTY","HVT","0000216085"
"HAVERTY STK A","HVT.A",NULL
"HAWAI ELEC IND","HE",NULL
"HAWK STK A","HWK",NULL
"HB FULLER CO","FUL",NULL
"HCA INC","HCA",NULL
"HCC INS HLDGS","HCC",NULL
"HDFC BANK ADR","HDB",NULL
"HEAD NV","HED",NULL
"HEALTH CARE PROP","HCP",NULL
"HEALTH MGMT STK A","HMA",NULL
"HEALTH NET","HNT",NULL
"HEALTHCARE REAL","HR",NULL
"HEALTHSOUTH","HRC",NULL
"HEARST ARGYLE TV","HTV",NULL
"HECLA MINING","HL",NULL
"HEICO","HEI",NULL
"HEICO STK A","HEI.A",NULL
"HELLENIC TELECOM ADR","OTE",NULL
"HELMERICH","HP",NULL
"HENLEY UN","HYN",NULL
"HERCULES","HPC",NULL
"HERITAGE PPTY","HTG","0001158265"
"HERITAGE PROP STK UN","HPG",NULL
"HERSHEY FOODS","HSY",NULL
"HEWITT ASSOCIATE","HEW",NULL
"HEWLETT PACKARD","HPQ",NULL
"HEXCEL","HXL",NULL
"HIBERNIA","HIB",NULL
"HIGH INCM OPPORT","HIO",NULL
"HIGH YIELD INCOME STK FD","HYI",NULL
"HIGH YIELD PLUS STK FD","HYP",NULL
"HIGHWOODS PROP","HIW",NULL
"HILB ROGAL","HRH",NULL
"HILLENBRAND","HB",NULL
"HILTON HOTELS","HLT",NULL
"HILTON HOTELS DEB","HLN",NULL
"HISPANIC BRDCST STK A","HSP","0001274057"
"HITACHI ADR","HIT",NULL
"HJ HEINZ","HNZ",NULL
"HLTH CARE REIT","HCN",NULL
"HOLLINGER INTL STK A","HLR",NULL
"HOME DEPOT","HD",NULL
"HOME PROP NY","HME",NULL
"HON INDUSTRIES","HNI",NULL
"HONDA MOTOR ADR","HMC",NULL
"HONEYWELL INTL","HON",NULL
"HORACE MANN","HMN",NULL
"HORMEL FOODS","HRL",NULL
"HOSP PROP","HPT",NULL
"HOST MARRIOTT","HMT",NULL
"HOUSEHOLD INTL","HI",NULL
"HOUSTON EXPL","THX","0001015293"
"HOVNANIAN ENTERP STK A","HOV",NULL
"HRPT PROPERTIES","HRP",NULL
"HSBC ADR","HBC","0001046788"
"HUANENG POW INTL ADR N","HNP",NULL
"HUB INTL","HBG","0001133016"
"HUBBELL STK A","HUB.A",NULL
"HUBBELL STK B","HUB.B",NULL
"HUDSON UNITD BNC","HU",NULL
"HUFFY","HUF",NULL
"HUGHES SUPPLY","HUG",NULL
"HUGOTON ROYALTY STK UN","HGT",NULL
"HUMANA","HUM",NULL
"HUTTIG BUILDING","HBP","0001093082"
"HYPERCOM","HYC","0001045769"
"HYPERION 2005 INV GRD OPP STK ","HTO",NULL
"HYPERION STRTGC","HSM",NULL
"HYPERION TOTAL RETURN STK FD","HTR",NULL
"IBM","IBM",NULL
"ICA CONTROLADORA ADR","ICA",NULL
"ICICI BANK ADR","IBN",NULL
"ICN PHARMS","ICN",NULL
"IDACORP","IDA",NULL
"IDEX","IEX",NULL
"IDT","IDT",NULL
"IDT CORP B","IDT.B",NULL
"IES UTILITIES STK DEB","IEU",NULL
"IHOP","IHP",NULL
"IKON OFFICE","IKN",NULL
"ILLINOIS TOOL","ITW",NULL
"IMAGISTICS INTL","IGI",NULL
"IMATION","IMN","0001014111"
"IMC GLOBAL","IGL",NULL
"IMCO RECYCLING","IMR",NULL
"IMPERIAL CHEM ADR","ICI",NULL
"IMPERIAL TOBACCO ADR","ITY",NULL
"IMS HEALTH","RX","0001058083"
"INCO","N","0001246263"
"INCO WNT","NWG",NULL
"INDIA GROWTH STK FD","IGF",NULL
"INDIA STK FD","IFN",NULL
"INDIANA MICHIGAN NT DEB D","IJD",NULL
"INDIANA MICHIGAN STK DEB A","IMJ",NULL
"INDIANA MICHIGAN STK DEB B","IMK",NULL
"INDOSAT ADR","IIT",NULL
"INDSL DISTRI GP","IDG",NULL
"INDUST BACHOCO ADR REP UN","IBA",NULL
"INDYMAC BANCORP","NDE",NULL
"INFINEON TECHNOL ADR","IFX",NULL
"INFO HOLDINGS","IHI",NULL
"INFONET SERVICES STK B","IN","0001044590"
"ING GROEP","INZ",NULL
"ING GROEP ADR","ING","0001163710"
"ING GROEP DEB","IND",NULL
"ING PRIME RATE","PPR",NULL
"INGER RAND","IR",NULL
"INGRAM MICRO STK A","IM","0001018003"
"INKEEPERS USA","KPA",NULL
"INPUT OUTPUT","IO",NULL
"INSIGNIA FINL","IFS","0001276827"
"INTEG ELECTR SVC","IES",NULL
"INTEGR DEFENSE","IDE",NULL
"INTERACTIVE DATA","IDC",NULL
"INTERPOOL","IPX",NULL
"INTERPUBLIC GRP","IPG",NULL
"INTERSTATE BAKER","IBC",NULL
"INTERTAN","ITN",NULL
"INTERTAPE POLYM","ITP",NULL
"INTL ALUMINUM","IAL",NULL
"INTL DE CERAMICA ADR","ICM",NULL
"INTL FLAV & FRAG","IFF",NULL
"INTL GAME TECH","IGT",NULL
"INTL MULTIFOODS","IMC",NULL
"INTL PAPER","IP",NULL
"INTL PAPER CAPTL PR DEB","IPP",NULL
"INTL POWER ADR","IPR",NULL
"INTL RECTIFIER","IRF",NULL
"INTL SHIPHOLDING","ISH",NULL
"INTL SPECIALTY","ISP",NULL
"INTRAWEST CP","IDR",NULL
"INTRST HTLS RSRT","IHR","0001059341"
"INVACARE","IVC",NULL
"INVEST TECH GRP","ITG",NULL
"IOMEGA","IOM",NULL
"IONICS","ION",NULL
"IPSCO","IPS",NULL
"IRON MOUNTAIN","IRM","0001020569"
"IRSA INVERSION ADR","IRS",NULL
"IRT PROPERTY","IRT",NULL
"IRWIN FINANCIAL","IFC",NULL
"ISHARES TRUST","IOO",NULL
"ISPAT INTL","IST",NULL
"ISTAR FINANCIAL","SFI","0001095651"
"ITALY STK FD","ITA",NULL
"ITAUBANCO ADR REP PR","ITU",NULL
"ITT EDUCATION","ESI",NULL
"ITT INDS","ITT",NULL
"J HANCOCK FINL","JHF",NULL
"J HANCOCK PFD II","HPF",NULL
"J P MORGAN CHASE","JPM",NULL
"JABIL CIRCUIT","JBL",NULL
"JACK IN THE BOX","JBX",NULL
"JACOBS ENG","JEC",NULL
"JAMES HARDIE IND ADR","JHX",NULL
"JANUS CAPITAL","JNS","0001065865"
"JAPAN EQUITY FD","JEQ",NULL
"JAPAN OTC EQUITY FD","JOF",NULL
"JARD FLEM CHINA","JFC",NULL
"JARDEN CORP","JAH",NULL
"JARDINE FLEMING INDIA FUND STK","JFI",NULL
"JC PENNEY","JCP",NULL
"JDN REALTY","JDN",NULL
"JEFFERIES GROUP","JEF","0001084580"
"JEFFERSON PILOT","JP",NULL
"JILIN CHEM INDS ADR","JCC",NULL
"JINPAN INTL","JST",NULL
"JLG INDUSTRIES","JLG",NULL
"JM SMUCKER","SJM",NULL
"JOANN STORES STK A","JAS.A",NULL
"JOANN STORES STK B","JAS.B",NULL
"JOHN HANCOCK INC SEC TRUST FD","JHS",NULL
"JOHN HANCOCK INV TRUST FD","JHI",NULL
"JOHN HANCOCK PAT SEL DIV TR ST","DIV","0001062606"
"JOHN HANCOCK PATRIOT GLO DIV S","PGD",NULL
"JOHN HANCOCK PATRIOT PREF DIV ","PPF",NULL
"JOHN HANCOCK PATRIOT PREM DIV ","PDF",NULL
"JOHN HANCOCK PREMIUM STK FD","PDT",NULL
"JOHN HANCOCK SH BEN INT","HPI",NULL
"JOHN HANCOCK THR STK FD","BTO",NULL
"JOHN JUVEEN STK A","JNC",NULL
"JOHN WILEY SONS STK A","JW.A",NULL
"JOHN WILEY SONS STK B","JW.B",NULL
"JOHNSON CONTROLS","JCI",NULL
"JOHNSON&JOHNSON","JNJ","0000200406"
"JONES APPAREL","JNY",NULL
"JONES LANG LASAL","JLL","0001037976"
"JOURNAL REGISTER","JRC","0001035815"
"JP MORGAN IX","JPT",NULL
"K","KTO",NULL
"KANEB PIPELINE SR PR UN","KPP",NULL
"KANEB SVCS","KSL",NULL
"KANSAS CITY STHN","KSU",NULL
"KATY","KT",NULL
"KAYDON","KDN",NULL
"KB HOME","KBH",NULL
"KCS ENERGY","KCS",NULL
"KEITHLEY INSTR","KEI",NULL
"KELLOGG","K","0000031235"
"KELLWOOD","KWD",NULL
"KEMET","KEM",NULL
"KENNAMETAL","KMT",NULL
"KENNETH COLE STK A","KCP",NULL
"KENTUCKY POWER STK DEB A","KPC",NULL
"KERR MCGEE","KMG","0001141185"
"KERR MCGEE DECS","KMD",NULL
"KERZNER INTL","KZL",NULL
"KEY ENERGY SVCS","KEG",NULL
"KEYCORP","KEY",NULL
"KEYSPAN","KSE","0001062379"
"KEYSTONE PROP","KTR",NULL
"KILROY REALTY","KRC","0001025996"
"KIMBERLY CLARK","KMB",NULL
"KIMCO REALTY","KIM",NULL
"KINDER MORG MGMT","KMR","0001135017"
"KINDER MORGAN","KMI",NULL
"KINDER MORGAN STK UN","KMP",NULL
"KING PHARM","KG","0001047699"
"KINGSWAY FINL","KFS",NULL
"KIRBY","KEX",NULL
"KLM","KLM",NULL
"KNIGHT RIDDER","KRI","0000205520"
"KOGER EQUITY","KE",NULL
"KOHLS","KSS",NULL
"KON PHILIPS","PHG",NULL
"KONAMI ADR","KNM",NULL
"KOOKMIN BANK ADR","KB",NULL
"KOOR INDUSTRIES ADR","KOR",NULL
"KOREA ELEC PWR ADR","KEP",NULL
"KOREA EQUITY FD","KEF",NULL
"KOREA STK FD","KF",NULL
"KORN FERRY INTL","KFY",NULL
"KPN ROYAL ADR","KPN",NULL
"KRAFT FOODS STK A","KFT",NULL
"KRAMONT REALTY","KRT",NULL
"KRISPY KREME","KKD",NULL
"KROGER","KR",NULL
"KT ADR","KTC",NULL
"KUBOTA ADR","KUB",NULL
"KV PHARM STK A","KV.A",NULL
"KV PHARM STK B","KV.B",NULL
"KYOCERA ADR","KYO",NULL
"L 3 COMMS HLDGS","LLL","0001039101"
"LA QUINTA PPTYS","LQI",NULL
"LA Z BOY","LZB",NULL
"LAB CRP OF AMER","LH",NULL
"LABOR READY","LRW",NULL
"LABRANCHE","LAB","0001089044"
"LACLEDE GAS","LG",NULL
"LAFARGE COPPEE ADR","LR",NULL
"LAFARGE N AMER","LAF",NULL
"LAMSON & SESS","LMS",NULL
"LAN ADR","LFL",NULL
"LANDAMER FINL GP","LFG",NULL
"LANDAUER","LDR",NULL
"LANDRYS REST","LNY",NULL
"LASALLE HOTEL","LHO","0001053532"
"LATIN AMER INVST","LAQ",NULL
"LATIN AMERICA DISCOVERY STK FD","LDF",NULL
"LEAPFROG ENTRPRS STK A","LF","0001138951"
"LEAR","LEA",NULL
"LEE ENTERPRISES","LEE",NULL
"LEGG MASON","LM",NULL
"LEGGETT & PLATT","LEG",NULL
"LEHMAN 7.65% BRUNSWICK 2002-3 ","XKS",NULL
"LEHMAN ABS","CCT",NULL
"LEHMAN ABS","XKA",NULL
"LEHMAN ABS 01-10 DEB","CFE",NULL
"LEHMAN ABS 01-11 DEB A","CFN",NULL
"LEHMAN ABS 01-19 STK A","CDC",NULL
"LEHMAN ABS 01-22 DEB","CRH",NULL
"LEHMAN ABS 01-23 DEB","CVI",NULL
"LEHMAN ABS 01-","CVW",NULL
"LEHMAN ABS 01-","CDD",NULL
"LEHMAN ABS 01-7 DEB","CYI",NULL
"LEHMAN ABS 01-","CYP",NULL
"LEHMAN ABS 01-","CYR",NULL
"LEHMAN ABS 1-14 DEB","CGK",NULL
"LEHMAN ABS 2001 37 DEB","XKO",NULL
"LEHMAN ABS 2001-20 DEB A","CIL",NULL
"LEHMAN ABS 2001-4 DEB A","CYF",NULL
"LEHMAN ABS 2001-5 DEB A","CYG",NULL
"LEHMAN ABS 7.5% DAIMLERCHRYSLE","XKX",NULL
"LEHMAN ABS 7.5% RYL & SUN 2002","XKR",NULL
"LEHMAN ABS 7.7% FORD MOTOR DEB","XKN",NULL
"LEHMAN ABS 8 ATT NT BK 2002-7 ","CEW",NULL
"LEHMAN ABS 8.125 NEWS 2002-9 S","XFB",NULL
"LEHMAN ABS 8.2 MOTOROLA 2002-1","XFH",NULL
"LEHMAN ABS AM GEN 2002-17 DEB ","XFP",NULL
"LEHMAN ABS AT&T DEB","XKJ",NULL
"LEHMAN ABS BM SQUIBB 2002-18 D","XFR",NULL
"LEHMAN ABS CORNING","XKM",NULL
"LEHMAN ABS CORNING DEB","XKC",NULL
"LEHMAN ABS CORP BACKED TR CERT","CCG",NULL
"LEHMAN ABS DEB","CCS",NULL
"LEHMAN ABS DEB","CGD",NULL
"LEHMAN ABS DEB","CJO",NULL
"LEHMAN ABS DEB","XFA",NULL
"LEHMAN ABS DEB","XFJ",NULL
"LEHMAN ABS DEB","XFK",NULL
"LEHMAN ABS GA PAC CP DEB","CKI",NULL
"LEHMAN ABS GA-PAC DEB A","CYK",NULL
"LEHMAN ABS GE CAP 2002-5 DEB","XKY",NULL
"LEHMAN ABS GOODYEAR","XKK",NULL
"LEHMAN ABS JPM CAP I DEB A","CGV",NULL
"LEHMAN ABS LIBERTY MEDIA DEB A","XKI",NULL
"LEHMAN ABS RYL CARIB DEB A","XKD",NULL
"LEHMAN ABS TR STK A","CWZ",NULL
"LEHMAN ABS VERIZON DEB","XFL",NULL
"LEHMAN ABS WR BERKLEY DEB A","XKP",NULL
"LEHMAN AIG DB BK","XFD",NULL
"LEHMAN BROS HLDG","LEH",NULL
"LEHMAN BROS HLDG","LEQ",NULL
"LEHMAN DELTA AIR DEB","CYA",NULL
"LEHMAN KNDR MRGN","CVB",NULL
"LEHMAN ROYAL SUN","XFE",NULL
"LEHMAN STHRN CO","CLH",NULL
"LEHMAN TOYS R US 2001-31 DEB A","XKE",NULL
"LENNAR","LEN",NULL
"LENNOX INTL","LII","0001069202"
"LEUCADIA","LUK",NULL
"LEXINGTON","LXP",NULL
"LEXMARK INTL STK A","LXK","0001001288"
"LIBBEY","LBY",NULL
"LIBERTY ALL ST","ASG",NULL
"LIBERTY ALL STAR EQUITY","USA",NULL
"LIBERTY CORP","LC",NULL
"LIBERTY INVESTOR","LBI",NULL
"LIBERTY MEDIA","L","0001036292"
"LIBERTY MEDIA STK B","LMC.B",NULL
"LIBERTY PROP","LRY",NULL
"LIMITED BRANDS","LTD",NULL
"LIN TV STK A","TVL","0001166789"
"LINCOLN NATIONAL CONV SEC STK ","LNV",NULL
"LINCOLN NATIONAL IND STK FD","LND",NULL
"LINCOLN NATL","LNC",NULL
"LINDSAY MANUFACT","LNN",NULL
"LINENS N THINGS","LIN",NULL
"LITHIA MOTORS STK A","LAD","0001023128"
"LIZ CLAIRBORNE","LIZ",NULL
"LL&E ROYALTY STK UN","LRT",NULL
"LLOYDS TSB ADR","LYG",NULL
"LNR PROPERTY","LNR",NULL
"LOCKHEED MARTIN","LMT",NULL
"LOEWS","LTR",NULL
"LONE STAR TECH","LSS",NULL
"LONGS DRUG STRS","LDG",NULL
"LONGVIEW FIBRE","LFB",NULL
"LORAL SPACE COM WNT","LOR",NULL
"LOUISIANA PAC","LPX",NULL
"LOWES","LOW",NULL
"LS STARRETT","SCX",NULL
"LSI LOGIC","LSI",NULL
"LTC PROPERTIES","LTC",NULL
"LUBRIZOL","LZ",NULL
"LUBYS","LUB",NULL
"LUCENT TECH","LU",NULL
"LUXOTTICA ADR","LUX",NULL
"LYDALL","LDL",NULL
"LYONDELL CHEM","LYO",NULL
"M I SCHOTTENSTE","MHO",NULL
"M&F WORLDWIDE","MFW",NULL
"M&T BANK","MTB",NULL
"MAC GRAY","TUC",NULL
"MACDERMID","MRD",NULL
"MACERICH","MAC",NULL
"MACK CALI REALTY","CLI","0001067063"
"MADECO ADR","MAD",NULL
"MAGNA INTL STK A","MFV",NULL
"MAGNA INTL STK A","MGA",NULL
"MAGNETEK","MAG",NULL
"MAGYAR TAVKOZLES ADR","MTA",NULL
"MAIL WELL","MWL",NULL
"MALAN REALTY","MAL",NULL
"MALAYSIA STK FD","MF",NULL
"MANAGED HGH PORT STK FD","MHY",NULL
"MANAGED MUNIS PORTFOLIO STK FD","MMU",NULL
"MANDALAY RESORT","MBG",NULL
"MANITOWIC","MTW",NULL
"MANOR CARE","HCR",NULL
"MANPOWER","MAN",NULL
"MANUFACT HOME","MHC",NULL
"MANUFACTURS SVCS","MSV",NULL
"MANULIFE FINL","MFC",NULL
"MARATHON OIL","MRO",NULL
"MARCUS","MCS",NULL
"MARINEMAX","HZO",NULL
"MARITRANS","TUG",NULL
"MARKEL","MKL","0001096343"
"MARRIOTT INTL STK A","MAR",NULL
"MARSH & MCLENNAN","MMC",NULL
"MARSHAL & ILSLEY","MI",NULL
"MARTHA STEWART STK A","MSO",NULL
"MARTIN MARIETTA","MLM",NULL
"MARVEL ENTERPRIS","MVL",NULL
"MASCO","MAS",NULL
"MASISA SA ADR","MYS",NULL
"MASONITE INTL","MHM",NULL
"MASSEY ENERGY","MEE",NULL
"MASSMUTUAL","MCI",NULL
"MASSMUTUAL PART","MPV",NULL
"MASTEC","MTZ","0000015615"
"MATERIAL SCI","MSC",NULL
"MATSUSHITA ADR","MC",NULL
"MATTEL","MAT",NULL
"MAVERICK TUBE","MVK",NULL
"MAXIMUS","MMS",NULL
"MAXTOR","MXO",NULL
"MAY DEPT STORES","MAY",NULL
"MAYTAG","MYG",NULL
"MAYTAG CORP DEB","MPY",NULL
"MBIA","MBE",NULL
"MBIA","MBI",NULL
"MBIA STK SR QUARTERLY INCM","MBD",NULL
"MBNA","KRB",NULL
"MCCLATCHY STK A","MNI","0001056087"
"MCCORMICK","MKC",NULL
"MCCORMICK","MKC.V",NULL
"MCDERMOTT INTL","MDR",NULL
"MCDONALDS","MCD",NULL
"MCGRAW HILL","MHP",NULL
"MCKESSON CORP","MCK",NULL
"MCMORAN EXPLOR","MMR",NULL
"MDC HOLDINGS","MDC",NULL
"MDS","MDZ",NULL
"MDU RES GROUP","MDU",NULL
"MEADOWBROOK INS","MIG",NULL
"MEADWESTVACO","MWV","0001159297"
"MED STAFF NTWK","MRN",NULL
"MEDIA ARTS GRP","MDA",NULL
"MEDIA GENERAL STK A","MEG","0000216539"
"MEDICIS PHARM STK A","MRX",NULL
"MEDTRONIC","MDT",NULL
"MELLON FINANCIAL","MEL",NULL
"MEMC ELECTRONIC","WFR",NULL
"MENS WAREHOUSE","MW",NULL
"MER LYN DJIA","DJM",NULL
"MERCK & CO","MRK",NULL
"MERCURY GENERAL","MCY",NULL
"MEREDITH","MDP",NULL
"MERIDIAN GOLD","MDG",NULL
"MERIDIAN RSC","TMR",NULL
"MERISTAR HOSPITL","MHX","0001012967"
"MERITAGE","MTH",NULL
"MERRILL LYNCH","MER",NULL
"MERRILL LYNCH RUSSELL","RSM",NULL
"MERRILL LYNCH S&P INFLTN ADJ M","IEM",NULL
"MERRILL LYNCH SEMICNDR HLDRS M","SME",NULL
"MESA ROYALTY TRUST STK FD","MTR","0000313364"
"MESABI","MSB",NULL
"MESTEK","MCC",NULL
"MET PRO","MPR",NULL
"METLIFE","MET","0001099219"
"METLIFE EQUITY SEC UN","MIU",NULL
"METRIS","MXT",NULL
"METRO GOLDWYN","MGM",NULL
"METROGAS ADR B","MGS",NULL
"METSO ADR","MX",NULL
"METTLER TOLEDO","MTD","0001037646"
"MEXICO EQUITY & STK FD","MXE",NULL
"MEXICO FUND WD","MXF.W",NULL
"MEXICO STK FD","MXF",NULL
"MFA MTG INVTS","MFA","0001055160"
"MFS CHARTER TR STK FD","MCR",NULL
"MFS GOVT MKTS TR STK FD","MGF",NULL
"MFS INTERMED TR STK FD","MIN",NULL
"MFS MULTIMARKET TR FD","MMT",NULL
"MFS MUNI INCOME TR STK FD","MFM",NULL
"MGIC INVESTMENT","MTG",NULL
"MGM MIRAGE","MGG",NULL
"MICHAELS STORES","MIK",NULL
"MICROFINANCIAL","MFI",NULL
"MICRON TECH","MU",NULL
"MID AMER APART","MAA",NULL
"MID ATLANTIC","MRR",NULL
"MID ATLANTIC MED","MME",NULL
"MIDAS","MDS","0001046131"
"MIDWAY GAMES","MWY","0001022080"
"MIDWEST EXPRESS","MEH",NULL
"MIIX GROUP","MHU",NULL
"MILACRON","MZ",NULL
"MILLENNIUM","MCH",NULL
"MILLER INDS","MLR",NULL
"MILLIPORE","MIL",NULL
"MINERALS TECH","MTX",NULL
"MIRANT CORP","MIR",NULL
"MISSISSIPPI CHM","GRO",NULL
"MITSUB FIN GROUP ADR","MTF",NULL
"ML CP HOLDRS","HCH",NULL
"ML DEPOSITOR 7.05 Ser MSD-1 PR","PJK",NULL
"ML DEPOSITOR 8.05 NAI-1 TR CT ","PKO",NULL
"ML DEPOSITOR CTFS 1999 REN-C1 ","RNS",NULL
"ML DEPOSITOR PFDPLUS TR FAR 1 ","PJS",NULL
"ML DEPOSITOR PREF PL LMG-1 CNV","PIS",NULL
"ML DEPOSITOR PREFERREDPL ALL-1","PKM",NULL
"ML DEPOSITOR PREFERREDPL ATT-","XPP",NULL
"ML DEPOSITOR PREFERREDPL BLC-","PIL",NULL
"ML DEPOSITOR PREFERREDPL BLC-2","PJH",NULL
"ML DEPOSITOR PREFERREDPL CTR-1","PKJ",NULL
"ML DEPOSITOR PREFERREDPL CZN-1","PIY",NULL
"ML DEPOSITOR PREFERREDPL ELP-1","PJJ",NULL
"ML DEPOSITOR PREFERREDPL LMG-2","PKK",NULL
"ML DEPOSITOR PREFERREDPL QWS-1","PKH",NULL
"ML DEPOSITOR PREFERREDPL QWS-2","PJA",NULL
"ML DEPOSITOR PREFERREDPLUS BL1","PPB",NULL
"ML DEPOSITOR SER CCR-1 TR CTF ","CPP",NULL
"ML DEPOSITOR SER FRD-1 TR CNV ","PIJ",NULL
"ML DEPOSITOR TR","FWJ",NULL
"ML MACADAMIA ADR UN A","NUT",NULL
"ML S&P 500 IDX","MIJ",NULL
"MMO2 ADR","OOM",NULL
"MNG HI YLD PLUS","HYF",NULL
"MOBILE TELESYS ADR","MBT",NULL
"MOHAWK INDS","MHK",NULL
"MONACO COACH","MNC",NULL
"MONSANTO","MON",NULL
"MONTGOMERY STR","MTS",NULL
"MONTPELIER RE","MRH","0001165880"
"MONY GROUP","MNY",NULL
"MOODYS CORP","MCO","0001059556"
"MOOG STK A","MOG.A",NULL
"MOOG STK B","MOG.B",NULL
"MOORE","MCL",NULL
"MORGAN STANLEY","MRP",NULL
"MORGAN STANLEY BRIDGES","TPS",NULL
"MORGAN STANLEY CA INS MUNI INC","IIC",NULL
"MORGAN STANLEY DJIA BRIDGE","BDJ",NULL
"MORGAN STANLEY MED TRM NTS","MWN",NULL
"MORGAN STANLEY S&P 500 BRIDGES","BGS",NULL
"MORGAN STANLEY TECH 35 BRIDGES","RBT",NULL
"MOTOROLA","MOT",NULL
"MOTOROLA UNITS STK UN","MEU",NULL
"MOVADO GROUP","MOV",NULL
"MPS GROUP INC","MPS",NULL
"MS ASIA PACIFIC","APF",NULL
"MS CA QUALITY STK FD","IQC",NULL
"MS CAP TR II PR DEB","MWJ",NULL
"MS DEAN WITTER","MWD",NULL
"MS DEAN WITTER INSRD MUNI SEC ","IMS",NULL
"MS EAST EUROPE","RNE",NULL
"MS EMERG MKTS FD","MSF",NULL
"MS EMRG MKT DEBT","MSD",NULL
"MS GLBL OPP BD","MGB",NULL
"MS GOVT INCM TR STK FD","GVT",NULL
"MS HIGH YIELD FD","MSY",NULL
"MS INCM SECUR STK FD","ICB",NULL
"MS INDIA INVEST","IIF",NULL
"MS INS CA MUNI STK FD","ICS",NULL
"MS INS MUNI INCM TR STK FD","IIM",NULL
"MS INS MUNI TR STK FD","IMT",NULL
"MS INSURED MUNI TR","IMB",NULL
"MS MUNI INC OPP TR II STK FD","OIB",NULL
"MS MUNI INCM OPP TR III STK FD","OIC",NULL
"MS MUNI INCM OPPINCM TR","OIA",NULL
"MS MUNI INVEST TR STK FD","IQT",NULL
"MS MUNI PREM INCM TR STK FD","PIA",NULL
"MS NY QUAL MUNI STK FD","IQN",NULL
"MS QUAL MUNI INCM TR STK FD","IQI",NULL
"MS QUAL MUNI SEC STK FD","IQM",NULL
"MS SATURNS 02-","DKC",NULL
"MSC INDUSTRIAL STK A","MSM",NULL
"MSC SOFTWARE","MNS",NULL
"MSDW CAP TR I PR DEB","MWC",NULL
"MSDW DJ 2004 BRG","BRX",NULL
"MSDW SATURNS AT&T UN","MJN",NULL
"MSDW SATURNS SAF","MJW",NULL
"MSDW SATURNS SAFECO STK UN","MJM",NULL
"MSDW STRCTD AIG","MKS",NULL
"MSDW STRUC ASST TR STK UN","MJE",NULL
"MSDW STRUCT SATURNS BK OF AM U","MJH",NULL
"MSDW STRUCT SATURNS CNZ STK UN","MJD",NULL
"MSDW STRUCTURED 2002-4 8% CALL","MJV",NULL
"MSDW STRUCTURED JP MRGN 7.125 ","MJX",NULL
"MSDW STRUCTURED SATRNS ATT 9.2","MJZ",NULL
"MSDW STRUCTURED SATRNS VRZN 7.","MKE",NULL
"MSDW STRUCTURED SATURNS 7% UN ","MKK",NULL
"MSDW STRUCTURED SATURNS AON CA","MJO",NULL
"MSDW STRUCTURED STRNS DPL 7.87","MJY",NULL
"MSWD STRUCTURED","MJB",NULL
"MTNL ADR","MTE",NULL
"MUELLER INDS","MLI",NULL
"MUNI ASSETS","MUA",NULL
"MUNI MTGE & EQ","MMA",NULL
"MUNI PARTNERS II","MPT",NULL
"MUNICIPAL ADVANTAGE STK FD","MAF",NULL
"MUNICIPAL HIGH INCOME STK FD","MHF",NULL
"MUNICIPAL PARTNERS STK FD","MNP",NULL
"MUNIENHANCED STK FD","MEN",NULL
"MUNIHLDG NY INS","MHN",NULL
"MUNIHOLD INS II","MUE",NULL
"MUNIHOLDINGS","MUS",NULL
"MUNIHOLDINGS CA INS FD","MUC",NULL
"MUNIHOLDINGS CA INS STK FD","MUH",NULL
"MUNIHOLDINGS CA INS STK FD","MUJ",NULL
"MUNIHOLDINGS FD","MHD",NULL
"MUNIHOLDINGS FL","MFL",NULL
"MUNIVEST FUND II STK FD","MVT",NULL
"MUNIYIELD CA INS FD","MCA",NULL
"MUNIYIELD CALIFORNIA STK FD","MYC",NULL
"MUNIYIELD FLORIDA INS STK FD","MFT",NULL
"MUNIYIELD FLORIDA STK FD","MYF",NULL
"MUNIYIELD INSURED STK FD","MYI",NULL
