"name","symbol","CIK"
"MBIA STK SR QUARTERLY INCM","MBD","1234836"
"MBNA","KRB","0000870517"
"MCCLATCHY STK A","MNI","0001056087"
"MCCORMICK","MKC","0000063754"
"MCCORMICK","MKC.V","63754"
"MCDERMOTT INTL","MDR","0000708819"
"MCDONALDS","MCD","0000063908"
"MCGRAW HILL","MHP","0000064040"
"MCKESSON CORP","MCK","0000927653"
"MCMORAN EXPLOR","MMR","0000064279"
"MDC HOLDINGS","MDC","0000773141"
"MDS","MDZ","0001057698"
"MDU RES GROUP","MDU","0000067716"
"MEADOWBROOK INS","MIG","0000949156"
"MEADWESTVACO","MWV","0001159297"
"MED STAFF NTWK","MRN","0001163958"
"MEDIA ARTS GRP","MDA","0001326785"
"MEDIA GENERAL STK A","MEG","0000216539"
"MEDICIS PHARM STK A","MRX","0000859368"
"MEDTRONIC","MDT","0000064670"
"MELLON FINANCIAL","MEL","0000064782"
"MEMC ELECTRONIC","WFR","0000945436"
"MENS WAREHOUSE","MW","0000884217"
"MER LYN DJIA","DJM","1193670"
"MERCK & CO","MRK","0000064978"
"MERCURY GENERAL","MCY","0000064996"
"MEREDITH","MDP","0000065011"
"MERIDIAN GOLD","MDG","0001016888"
"MERIDIAN RSC","TMR","0000869369"
"MERISTAR HOSPITL","MHX","0001012967"
"MERITAGE","MTH","0000833079"
"MERRILL LYNCH","MER","0000065100"
"MERRILL LYNCH RUSSELL","RSM","1015013"
"MERRILL LYNCH S&P INFLTN ADJ M","IEM","873611"
"MERRILL LYNCH SEMICNDR HLDRS M","SME","65100"
"MESA ROYALTY TRUST STK FD","MTR","0000313364"
"MESABI","MSB","0000065172"
"MESTEK","MCC","0000065195"
"MET PRO","MPR","0000065201"
"METLIFE","MET","0001099219"
"METLIFE EQUITY SEC UN","MIU","1352272"
"METRIS","MXT","0001021061"
"METRO GOLDWYN","MGM","0000789570"
"METROGAS ADR B","MGS","1231975"
"METSO ADR","MX","0001013626"
"METTLER TOLEDO","MTD","0001037646"
"MEXICO EQUITY & STK FD","MXE","863900"
"MEXICO FUND WD","MXF.W","65433"
"MEXICO STK FD","MXF","65433"
"MFA MTG INVTS","MFA","0001055160"
"MFS CHARTER TR STK FD","MCR","851170"
"MFS GOVT MKTS TR STK FD","MGF","811922"
"MFS INTERMED TR STK FD","MIN","826735"
"MFS MULTIMARKET TR FD","MMT","809173"
"MFS MUNI INCOME TR STK FD","MFM","801961"
"MGIC INVESTMENT","MTG","0000876437"
"MGM MIRAGE","MGG","0001246263"
"MICHAELS STORES","MIK","0000740670"
"MICROFINANCIAL","MFI","0000827230"
"MICRON TECH","MU","0000723125"
"MID AMER APART","MAA","0000912595"
"MID ATLANTIC","MRR","909298"
"MID ATLANTIC MED","MME","805037"
"MIDAS","MDS","0001046131"
"MIDWAY GAMES","MWY","0001022080"
"MIDWEST EXPRESS","MEH","0000948845"
"MIIX GROUP","MHU","1064063"
"MILACRON","MZ","0000716823"
"MILLENNIUM","MCH","1018099"
"MILLER INDS","MLR","0000924822"
"MILLIPORE","MIL","0000066479"
"MINERALS TECH","MTX","0000891014"
"MIRANT CORP","MIR","0001010775"
"MISSISSIPPI CHM","GRO","754043"
"MITSUB FIN GROUP ADR","MTF","67088"
"ML CP HOLDRS","HCH","1143718"
"ML DEPOSITOR 7.05 Ser MSD-1 PR","PJK","1173925"
"ML DEPOSITOR 8.05 NAI-1 TR CT ","PKO","1163406"
"ML DEPOSITOR CTFS 1999 REN-C1 ","RNS","1341319"
"ML DEPOSITOR PFDPLUS TR FAR 1 ","PJS","1196707"
"ML DEPOSITOR PREF PL LMG-1 CNV","PIS","1163406"
"ML DEPOSITOR PREFERREDPL ALL-1","PKM","1163406"
"ML DEPOSITOR PREFERREDPL ATT-","XPP","0001386269"
"ML DEPOSITOR PREFERREDPL BLC-","PIL","1385504"
"ML DEPOSITOR PREFERREDPL BLC-2","PJH","1165964"
"ML DEPOSITOR PREFERREDPL CTR-1","PKJ","1163406"
"ML DEPOSITOR PREFERREDPL CZN-1","PIY","1163406"
"ML DEPOSITOR PREFERREDPL ELP-1","PJJ","1169356"
"ML DEPOSITOR PREFERREDPL LMG-2","PKK","1163406"
"ML DEPOSITOR PREFERREDPL QWS-1","PKH","1162898"
"ML DEPOSITOR PREFERREDPL QWS-2","PJA","1163519"
"ML DEPOSITOR PREFERREDPLUS BL1","PPB","1139349"
"ML DEPOSITOR SER CCR-1 TR CTF ","CPP","1163406"
"ML DEPOSITOR SER FRD-1 TR CNV ","PIJ","1143716"
"ML DEPOSITOR TR","FWJ","1021872"
"ML MACADAMIA ADR UN A","NUT","0000792161"
"ML S&P 500 IDX","MIJ","1245120"
"MMO2 ADR","OOM","1185495"
"MNG HI YLD PLUS","HYF","1060392"
"MOBILE TELESYS ADR","MBT","0001115837"
"MOHAWK INDS","MHK","0000851968"
"MONACO COACH","MNC","0000910619"
"MONSANTO","MON","0001110783"
"MONTGOMERY STR","MTS","67813"
"MONTPELIER RE","MRH","0001165880"
"MONY GROUP","MNY","1069822"
"MOODYS CORP","MCO","0001059556"
"MOOG STK A","MOG.A","67887"
"MOOG STK B","MOG.B","67887"
"MOORE","MCL","67931"
"MORGAN STANLEY","MRP","895421"
"MORGAN STANLEY BRIDGES","TPS","895421"
"MORGAN STANLEY CA INS MUNI INC","IIC","894146"
"MORGAN STANLEY DJIA BRIDGE","BDJ","1332283"
"MORGAN STANLEY MED TRM NTS","MWN","1134669"
"MORGAN STANLEY S&P 500 BRIDGES","BGS","718976"
"MORGAN STANLEY TECH 35 BRIDGES","RBT","1134652"
"MOTOROLA","MOT","0000068505"
"MOTOROLA UNITS STK UN","MEU","1099219"
"MOVADO GROUP","MOV","0000072573"
"MPS GROUP INC","MPS","0000924646"
"MS ASIA PACIFIC","APF","919808"
"MS CA QUALITY STK FD","IQC","898618"
"MS CAP TR II PR DEB","MWJ","1068279"
"MS DEAN WITTER","MWD","895421"
"MS DEAN WITTER INSRD MUNI SEC ","IMS","913345"
"MS EAST EUROPE","RNE","918686"
"MS EMERG MKTS FD","MSF","878929"
"MS EMRG MKT DEBT","MSD","904112"
"MS GLBL OPP BD","MGB","921187"
"MS GOVT INCM TR STK FD","GVT","825353"
"MS HIGH YIELD FD","MSY","912734"
"MS INCM SECUR STK FD","ICB","93284"
"MS INDIA INVEST","IIF","916618"
"MS INS CA MUNI STK FD","ICS","913342"
"MS INS MUNI INCM TR STK FD","IIM","885601"
"MS INS MUNI TR STK FD","IMT","880161"
"MS INSURED MUNI TR","IMB","0000773468"
"MS MUNI INC OPP TR II STK FD","OIB","847593"
"MS MUNI INCM OPP TR III STK FD","OIC","861069"
"MS MUNI INCM OPPINCM TR","OIA","835333"
"MS MUNI INVEST TR STK FD","IQT","876982"
"MS MUNI PREM INCM TR STK FD","PIA","842891"
"MS NY QUAL MUNI STK FD","IQN","898659"
"MS QUAL MUNI INCM TR STK FD","IQI","885125"
"MS QUAL MUNI SEC STK FD","IQM","898496"
"MS SATURNS 02-","DKC","1222184"
"MSC INDUSTRIAL STK A","MSM","0001003078"
"MSC SOFTWARE","MNS","717238"
"MSDW CAP TR I PR DEB","MWC","1044921"
"MSDW DJ 2004 BRG","BRX","0001208777"
"MSDW SATURNS AT&T UN","MJN","1207739"
"MSDW SATURNS SAF","MJW","1174463"
"MSDW SATURNS SAFECO STK UN","MJM","1071246"
"MSDW STRCTD AIG","MKS","920758"
"MSDW STRUC ASST TR STK UN","MJE","1381172"
"MSDW STRUCT SATURNS BK OF AM U","MJH","1234668"
"MSDW STRUCT SATURNS CNZ STK UN","MJD","1283825"
"MSDW STRUCTURED 2002-4 8% CALL","MJV","1230593"
"MSDW STRUCTURED JP MRGN 7.125 ","MJX","1373240"
"MSDW STRUCTURED SATRNS ATT 9.2","MJZ","1105120"
"MSDW STRUCTURED SATRNS VRZN 7.","MKE","1174662"
"MSDW STRUCTURED SATURNS 7% UN ","MKK","1188264"
"MSDW STRUCTURED SATURNS AON CA","MJO","1232850"
"MSDW STRUCTURED STRNS DPL 7.87","MJY","1240166"
"MSWD STRUCTURED","MJB","1034159"
"MTNL ADR","MTE","0001160262"
"MUELLER INDS","MLI","0000089439"
"MUNI ASSETS","MUA","901243"
"MUNI MTGE & EQ","MMA","0001003201"
"MUNI PARTNERS II","MPT","907608"
"MUNICIPAL ADVANTAGE STK FD","MAF","897951"
"MUNICIPAL HIGH INCOME STK FD","MHF","830487"
"MUNICIPAL PARTNERS STK FD","MNP","894351"
"MUNIENHANCED STK FD","MEN","844172"
"MUNIHLDG NY INS","MHN","1038186"
"MUNIHOLD INS II","MUE","1071899"
"MUNIHOLDINGS","MUS","1058234"
"MUNIHOLDINGS CA INS FD","MUC","1051004"
"MUNIHOLDINGS CA INS STK FD","MUH","1038190"
"MUNIHOLDINGS CA INS STK FD","MUJ","1068279"
"MUNIHOLDINGS FD","MHD","1034665"
"MUNIHOLDINGS FL","MFL","1045126"
"MUNIVEST FUND II STK FD","MVT","897269"
"MUNIYIELD CA INS FD","MCA","888410"
"MUNIYIELD CALIFORNIA STK FD","MYC","882152"
"MUNIYIELD FLORIDA INS STK FD","MFT","891188"
"MUNIYIELD FLORIDA STK FD","MYF","882153"
"MUNIYIELD INSURED STK FD","MYI","883412"
"MUNIYIELD MICHIGAN INS STK FD","MIY","890393"
"MUNIYIELD MICHIGAN STK FD","MYM","882151"
"MUNIYIELD NEW JERSEY INS STK F","MJI","891037"
"MUNIYIELD NEW JERSEY STK FD","MYJ","884216"
"MUNIYIELD NY INSURED STK FD","MYN","882150"
"MUNIYIELD PENNSYLVANIA STK FD","MPA","891038"
"MUNIYIELD QUALITY II STK FD","MQT","887394"
"MUNIYIELD QUALITY STK FD","MQY","890196"
"MUNIYIELD STK FD","MYD","879361"
"MURPHY OIL","MUR","0000717423"
"MVC CAPITAL","MVC","1099941"
"MYERS INDUSTRIES","MYE","0000069488"
"MYKROLIS CORP","MYK","0001133082"
"MYLAN LABS","MYL","0000069499"
"N B REAL ESTATE","NRL","1187520"
"N EUROPEAN OIL","NRT","0000072633"
"NACCO","NC","0000789933"
"NAM TAI","NTE","0000829365"
"NASHUA","NSH","0000069680"
"NAT GVT INCM","NGF","915842"
"NATCO GROUP","NTG","0001057693"
"NATIONAL BANK ADR","NBG","0001096061"
"NATIONAL CITY","NCC","0000069970"
"NATIONAL GRID ADR","NGG","0001004315"
"NATIONAL PRESTO","NPK","0000080172"
"NATIONAL SVC IND","NSI","0001096376"
"NATIONS BAL TARG","NBM","921083"
"NATIONS GOV","NGI","0001003111"
"NATIONWIDE HLTH","NHP","0000780053"
"NATL AUSTRALIA ADR","NAB","0000833029"
"NATL AUSTRALIA UN","NAU","833029"
"NATL COMMERCE","NCF","101844"
"NATL FUEL GAS","NFG","0000070145"
"NATL GOLF PROP","TEE","905897"
"NATL HEALTH INV","NHI","0000877860"
"NATL OILWELL","NOI","1021860"
"NATL PROCESSNG","NAP","1016277"
"NATL RSC PTNRS UN","NRP","0001171486"
"NATL RURAL UTIL","NRX","NULL"
"NATL RURAL UTIL PR DEB","NRS","70502"
"NATL RURAL UTIL PR DEB","NRV","70502"
"NATL RURAL UTIL PR DEB","NRY","1347183"
"NATL RV HLDGS","NVH","0000910655"
"NATL SEMICONDUCT","NSM","0000070530"
"NATUZZI SPA ADR","NTZ","0000900391"
"NATWIDE FINL STK A","NFS","0001029786"
"NAUTILUS GROUP","NLS","0001078207"
"NAVIGANT CONSUL","NCI","0001019737"
"NAVISTAR","NAV","808450"
"NB CAPITAL ADR","NBD","1049551"
"NCI BUILDING SYS","NCS","0000883902"
"NCR","NCR","0000070866"
"NDCHEALTH CORP","NDC","0000070033"
"NEIMAN MARCUS STK A","NMG.A","819539"
"NEIMAN MARCUS STK B","NMG.B","819539"
"NELSON T","TNM","0000071023"
"NELSON T STK B","TNM.B","71023"
"NETWORK ASSOC","NET","890801"
"NETWORK EQUIPMEN","NWK","0000752431"
"NEUBERGER BERMAN","NEU","0001282637"
"NEW AMERICA HIGH INCOME FD","HYB","825345"
"NEW ENGLAND BUS","NEB","205700"
"NEW GERMANY STK FD","GF","858706"
"NEW IRELAND STK FD","IRL","858707"
"NEW PLAN EXCEL","NXL","0000798288"
"NEW SKIES SATEL ADR","NSK","1199870"
"NEWCASTLE INVEST","NCT","0001175483"
"NEWELL RUBBER","NWL","0000814453"
"NEWFIELD EXPLOR","NFX","0000912750"
"NEWHALL LAND","NHL","1023844"
"NEWMONT MINING","NEM","0001164727"
"NEWPARK RSC","NR","0000071829"
"NEWS CORP ADR","NWS","0001308161"
"NEWS CORPORATION A ADR PR","NWS.A","1308161"
"NEXEN","NXY","0000016873"
"NICOR","GAS","0000072020"
"NIDEC CORP ADR","NJ","0001158967"
"NIKE STK B","NKE","0000320187"
"NIPSCO CAP MKTS STK DEB A","NIC","1175483"
"NISOURCE","NI","0001111711"
"NISOURCE DEB","NSE","0001314822"
"NISSIN ADR","NIS","0001178551"
"NJ ECONOMIC INCOME 1997 DEB","NJP","1187748"
"NJ RESOURCES","NJR","0000356309"
"NL INDUSTRIES","NL","0000072162"
"NOBLE","NE","0001169055"
"NOBLE ENERGY","NBL","0000072207"
"NOKIA ADR","NOK","0000924613"
"NOMURA HOLDINGS ADR","NMR","1019876"
"NORANDA","NRD","889211"
"NORDSTROM","JWN","0000072333"
"NORFOLK SOUTHERN","NSC","0000702165"
"NORSK HYDRO ADR","NHY","0000900268"
"NORTEK HOLDINGS","NTK","72423"
"NORTEL INVERSORA ADR PR B","NTL","0000877691"
"NORTEL NETWORKS","NT","0000072911"
"NORTH BORDER STK UN","NBP","909281"
"NORTH FORK BANC","NFB","0000352510"
"NORTHEAST UTILS","NU","0000106170"
"NORTHROP GRUMMAN","NOC","0001133421"
"NORTHWEST AIRLIN 9.5 % SR QUAR","NWB","1058033"
"NORTHWESTERN","NOR","73088"
"NOVA CHEMICALS","NCX","0000922960"
"NOVARTIS ADR","NVS","0001114448"
"NOVASTAR FINL","NFI","0001025953"
"NOVO NORDISK ADR","NVO","0000353278"
"NRG ENERGY UN","NRZ","0001286950"
"NRTHN ST PWR MIN 8% PINES DEB","XCH","1123852"
"NS GROUP","NSS","0000745026"
"NSTAR","NST","0001035675"
"NTT ADR","NTT","0000769594"
"NTT DOCOMO ADR","DCM","0001166141"
"NU SKIN ENTER STK A","NUS","0001021561"
"NUCOR","NUE","0000073309"
"NUEVO ENERGY","NEV","861819"
"NUI","NUI","1105192"
"NUVEEN ARIZ PRM INC MUN STK FD","NAZ","892992"
"NUVEEN CA DIV","NAC","1074952"
"NUVEEN CAL INV QUAL MUN STK FD","NQC","868440"
"NUVEEN CAL MUNI MKT OPP STK FD","NCO","862313"
"NUVEEN CAL MUNI VALUE STK FD","NCA","818851"
"NUVEEN CAL PR PLUS MUNI STK FD","NCP","856227"
"NUVEEN CAL QUAL MUN STK FD","NUC","879826"
"NUVEEN CAL SL QL MN INC FD","NVC","874142"
"NUVEEN CONN MUNI","NTC","899752"
"NUVEEN DIV ADV","NAD","1083839"
"NUVEEN FLO INV QUAL MUN STK FD","NQF","870779"
"NUVEEN FLO QUAL MUN STK FD","NUF","878180"
"NUVEEN INS CAL PR MN II STK FD","NCL","1298341"
"NUVEEN INS CAL PR MUN STK FD","NPC","885711"
"NUVEEN INS FL PR MN STK FD","NFL","890893"
"NUVEEN INS MASS MUN II STK FD","NMT","897419"
"NUVEEN INS MUNI OPP STK FD","NIO","878242"
"NUVEEN INS NY SE TF STK FD","NXN","885731"
"NUVEEN INS PREM","NPX","906959"
"NUVEEN INS QUAL MUNI STK FD","NQI","869405"
"NUVEEN INS VA PR II STK FD","NPV","897421"
"NUVEEN INSURD CA STK FD","NXC","885732"
"NUVEEN INV","NQM","862716"
"NUVEEN MARY PRM MUN STK FD","NMY","897424"
"NUVEEN MIC QU MUN 2 STK FD","NUM","878198"
"NUVEEN MICH PRM MUN STK FD","NMP","890897"
"NUVEEN MUNI ADVANTAGE STK FD","NMA","857361"
"NUVEEN MUNI INCOME STK FD","NMI","830271"
"NUVEEN MUNI MKT OPP STK FD","NMO","860188"
"NUVEEN MUNI VALUE STK FD","NUV","812801"
"NUVEEN N C MUNI","NNC","899761"
"NUVEEN NJ INV QUAL MUNI STK FD","NQJ","870778"
"NUVEEN NJ PREM IMUNI STK FD","NNJ","890898"
"NUVEEN NY DIV","NAN","1074769"
"NUVEEN NY INV QUAL MUNI STK FD","NQN","868449"
"NUVEEN NY MUNI VALUE FD","NNY","818850"
"NUVEEN NY PERF PLU MUNI STK FD","NNP","856226"
"NUVEEN NY PR MUN STK FD","NNF","885712"
"NUVEEN NY QUAL MUNI STK FD","NUN","879819"
"NUVEEN NY SEL QU MU STK FD","NVN","874143"
"NUVEEN OH QUAL MUN STK FD","NUO","878200"
"NUVEEN PA PREM","NPY","897427"
"NUVEEN PEN INV QUAL MUN STK FD","NQP","870780"
"NUVEEN PERF PLUS MUNI STK FD","NPP","849998"
"NUVEEN PREM INS MUN STK FD","NIF","880843"
"NUVEEN PREM MUN 2 STK FD","NPM","885734"
"NUVEEN PREM MUNI 4 STK FD","NPT","896061"
"NUVEEN PREM MUNI STK FD","NPI","833251"
"NUVEEN PREMIER MUNI STK FD","NPF","880845"
"NUVEEN QUAL FD","JHP","1200446"
"NUVEEN QUAL II FD","JPS","0001176433"
"NUVEEN QUAL MUNI STK FD","NQU","874506"
"NUVEEN QUAL PREF FD","JTP","1172168"
"NUVEEN SEL QUAL MUNI STK FD","NQS","872064"
"NUVEEN SEL T-F INC PORT STK FD","NXP","883618"
"NUVEEN SEL T-F P 2 STK FD","NXQ","885733"
"NUVEEN SEL T-F P 3 STK FD","NXR","888411"
"NUVEEN SELECT MAT MUNI STK FD","NIM","890119"
"NUVEEN SENIOR FD","NSL","1093428"
"NUVEEN TEX QUAL MUN STK FD","NTX","878201"
"NW NATURAL GAS","NWN","0000073020"
"NY CMNTY BANCP","NYB","0000910073"
"NY TIMES STK A","NYT","0000071691"
"NYMAGIC","NYM","0000847431"
"OAKLEY","OO","0000946356"
"OCCIDENTAL","OXY","0000797468"
"OCEAN ENERGY","OEI","320321"
"OCEANEERING INTL","OII","0000073756"
"OCTEL","OTL","0001054905"
"OCWEN FINL","OCN","0000873860"
"ODYSSEY RE HLDGS","ORH","0001137048"
"OFFICE DEPOT","ODP","0000800240"
"OFFICEMAX","OMX","0000012978"
"OGE ENERGY","OGE","0001021635"
"OHIO POWER NT DEB A","OJB","1367826"
"OIL DRI CP AMER","ODC","0000074046"
"OIL STATES INTL","OIS","0001121484"
"OLD NATL BANCORP","ONB","0000707179"
"OLD REPUBLIC","ORI","0000074260"
"OLIN","OLN","0000074303"
"OM GROUP","OMG","0000899723"
"OMEGA HEALTHCARE","OHI","0000888491"
"OMEGA PROTEIN","OME","0001053650"
"OMI","OMM","0001061571"
"OMNICARE","OCR","0000353230"
"OMNICOM","OMC","0000029989"
"OMNOVA SOLUTIONS","OMN","0001090061"
"ONEIDA","OCQ","74585"
"ONEOK","OKE","0001039684"
"OPPENHEIMER MULTI SEC TR STK F","OMS","829801"
"ORBITAL ENGINE ADR","OE","73960"
"ORBITAL SCIENCES","ORB","0000820736"
"OREGON STEEL","OS","0000830260"
"ORIENT EXPRESS STK A","OEH","0001115836"
"ORIENTL FINL GP","OFG","0001030469"
"ORIX ADR","IX","0001070304"
"ORTHODONTIC CNTR","OCA","931702"
"OSHKOSH TRUCK STK B","OSK","0000775158"
"OSMONICS","OSM","1032033"
"OUTBACK STEAKHSE","OSI","0000874691"
"OVERSEAS SHIPHLD","OSG","0000075208"
"OWENS & MINOR","OMI","0000075252"
"OWENS ILLINOIS","OI","0000812074"
"OXFORD HEALTH PLANS","OHP","865084"
"OXFORD INDS","OXM","0000075288"
"P & O PRINCESS ADR","POC","893813"
"P ACUCAR CBD ADR REP PR","CBD","0001038572"
"PAC ENERGY PRTNR UN","PPX","0001168397"
"PACIFIC AMER INCOME SHRS STK F","PAI","75398"
"PACTIV","PTV","0001089976"
"PAINE WEB PREMIE","PIF","897802"
"PAINEWEBBER PREM","PPM","890516"
"PALL","PLL","0000075829"
"PAN PACIFIC","PNP","0001040454"
"PANAMERICAN BEV","PB","911360"
"PAR TECHNOLOGY","PTC","0000708821"
"PARK ELECTROCHEM","PKE","0000076267"
"PARK PLACE ENTER","PPE","65100"
"PARKER DRILLING","PKD","0000076321"
"PARKER HANNIFIN","PH","0000076334"
"PARKWAY PROP","PKY","0000729237"
"PARTNERRE","PRE","0000911421"
"PATINA OIL GAS","POG","1006264"
"PAXAR","PXR","0000075681"
"PAYLESS SHOES","PSS","0001060232"
"PCCW ADR","PCW","0000842519"
"PEABODY ENERGY","BTU","0001064728"
"PEARSON ADR","PSO","0000938323"
"PECHINEY AMER ADR","PY","1003467"
"PEDIATRIX MED","PDX","0000893949"
"PENGROWTH ENERGY UN","PGH","0001088166"
"PENN AMER GP","PNG","910110"
"PENN ENGIN","PNN","77106"
"PENN ENGIN STK A","PNN.A","77106"
"PENN REAL ESTATE","PEI","0000077281"
"PENN TREATY AMER","PTA","0000814181"
"PENN VIRGINIA","PVA","0000077159"
"PENN VIRGINIA RS","PVR","0001144945"
"PENTAIR","PNR","0000077360"
"PENTON MEDIA","PME","0001179083"
"PEOPLES ENERGY","PGL","0000077385"
"PEP BOYS","PBY","0000077449"
"PEPCO HOLDINGS","POM","0001135971"
"PEPSI BOTTLING","PBG","0001076405"
"PEPSIAMERICAS","PAS","0001084230"
"PEPSICO","PEP","0000077476"
"PERDIGAO ADR REP PR","PDA","0001122491"
"PEREZ COMP HLDGS ADR B","PC","1321560"
"PERKINELMER","PKI","0000031791"
"PERMIAN BASIN STK UN","PBT","0000319654"
"PEROT SYSTEMS","PER","0000894253"
"PETRO CANADA","PCZ","0000795615"
"PETRO GEO SVCS ADR","PGO","902053"
"PETROCHINA ADR","PTR","0001108329"
"PETROLEO BRASIL ADR","PBR","0001119639"
"PETROLEO BRASIL ADR A","PBR.A","1119639"
"PETROLEUM & RSC","PEO","216851"
"PFEIFFER VACUUM ADR","PV","0001010613"
"PFF BANCORP","PFB","0001004969"
"PFIZER","PFE","0000078003"
"PG&E","PCG","0001004980"
"PHARM RSC","PRX","0000878088"
"PHARMACIA","PHA","0001125069"
"PHELPS DODGE","PD","0000078066"
"PHIL AUTHORITY INCOME 1999 DEB","POB","1212653"
"PHILADELPH SUBUR","PSC","200245"
"PHILIP MORRIS","MO","0000764180"
"PHILIPPINE LONG ADR","PHI","0000078150"
"PHILLIPS HEUSEN","PVH","0000078239"
"PHOENIX COS","PNX","0001129633"
"PHOENIX COS QUIBS DEB","PFX","1129633"
"PHOSPHATE RSC ADR UN","PLP","793421"
"PICCADILLY CAFE","PIC","1209466"
"PIEDMONT NAT GAS","PNY","0000078460"
"PIER 1 IMPORTS","PIR","0000278130"
"PILGRIMS PRIDE","CHX","802481"
"PILGRIMS PRIDE STK A","CHX.A","802481"
"PIMCO CA MUN III","PZC","1181504"
"PIMCO CA MUNI","PCK","1170300"
"PIMCO CALIFORNIA MUNI STK FD","PCQ","1140411"
"PIMCO COMM MORT SEC TR STK FD","PCM","908187"
"PIMCO CORP INCM","PCN","1160990"
"PIMCO CORP OPP","PTY","1190935"
"PIMCO MUNI III","PMX","1181506"
"PIMCO MUNICIPAL FD","PMF","1140392"
"PIMCO MUNICIPAL FD II","PML","1170299"
"PIMCO NEW YORK MUNI STK FD","PNF","1140392"
"PIMCO NY MUN III","PYN","1181505"
"PIMCO NY MUNI FD II","PNI","1170311"
"PIMCO STRAT GLBL","RCS","916183"
"PINNACLE ENTNMT","PNK","0000356213"
"PINNACLE WEST","PNW","0000764622"
"PIONEER","MUO","69407"
"PIONEER ADR","PIO","0000078706"
"PIONEER HI INCOM TR","PHH","77776"
"PIONEER NATL RSC","PXD","0001038357"
"PITNEY BOWES","PBI","0000078814"
"PITTSTON","PZB","0000078890"
"PKG CORP AMER","PKG","0000075677"
"PLACER DOME","PDG","0000819996"
"PLAINS ALL AMER STK UN","PAA","0001070423"
"PLAINS EXPL","PXP","0000891456"
"PLAINS RESOURCES","PLX","0001006281"
"PLANTRONICS","PLT","0000914025"
"PLATINUM UNDERWR","PTP","0001171500"
"PLAYBOY ENTER STK A","PLA.A","1072341"
"PLAYBOY ENTER STK B","PLA","0001072341"
"PLAYTEX PROD","PYX","0000842699"
"PLUM CREEK TIMB","PCL","0000849213"
"PMI GROUP","PMI","0000935724"
"PNC FINL SVC","PNC","0000713676"
"PNM RESOURCES","PNM","0001108426"
"POGO PRODUCING","PPP","0000230463"
"POLARIS INDS","PII","0000931015"
"POLO RALPH LAUR STK A","RL","0001037038"
"POLYONE","POL","0001122976"
"POPE & TALBOT","POP","0000311871"
"PORTLAND G E","PGB","784977"
"PORTUGAL TELECOM ADR","PT","0000944747"
"POSCO ADR","PKX","0000889132"
"POST PROP","PPS","0001012271"
"POTASH SASKATCHE","POT","0000855931"
"POTLATCH","PCH","0000079716"
"PPG INDUSTRIES","PPG","0000079879"
"PPL","PPL","0000922224"
"PRAXAIR","PX","0000884905"
"PRE PAID LEGAL","PPD","0000311657"
"PRECISION CAST","PCP","0000079958"
"PRECISION DRILL STK A","PDS","0001013605"
"PREFERRED INCOME OPPORTUNITY S","PFO","882071"
"PREFERRED INCOME STK FD","PFD","868578"
"PREFERREDPLUS TR 6.05% GE CAP ","PJT","1201478"
"PREFERREDPLUS TR 7.4% CT PR","PJR","1248623"
"PREFERREDPLUS TR SER VER-1 TR ","PJL","1178405"
"PREMCOR","PCO","0001159119"
"PREMIER FARNELL ADR","PFP","0001006603"
"PRENTISS PROP","PP","0001011699"
"PRICE COMMS","PR","355787"
"PRIDE INTL","PDE","0000833081"
"PRIM HOSPITALITY","PDQ","0000080293"
"PRIME GP REALTY","PGE","0001042798"
"PRIMEDIA","PRM","0000884382"
"PRIMEWEST ENERGY TR UN","PWI","0001136201"
"PRINCIPAL FINL","PFG","0001126328"
"PROASSURANCE CP","PRA","0001127703"
"PROCTER & GAMBLE","PG","0000080424"
"PROGRESS ENERGY","PGN","0001094093"
"PROGRESSIVE OHIO","PGR","0000080661"
"PROGRESSIVE RTN STK FD","PGF","1209466"
"PROLOGIS TRUST","PLD","0001050816"
"PROQUEST CO","PQE","215219"
"PROSPECT STREET HIGH PORT STK ","PHY","832904"
"PROSPECT STREET INCM","CNN","21178"
"PROTECTION ONE","POI","916230"
"PROTECTIVE LIFE","PL","0000310826"
"PROV FINCL SRVCS","PFS","0001178970"
"PROVIDENT CAP II","PCT","1073973"
"PROVIDENT FNCL SR NT DEB","PFV","316770"
"PROVIDIAN FINL","PVN","0001035713"
"PROVINCE HLTHCAR","PRV","0001044942"
"PRUDENTIAL ADR","PUK","0001116578"
"PRUDENTIAL FINL","PRU","0001137774"
"PRUDENTIAL FINL UN","PFA","1058258"
"PT TELEKOMUN ADR","TLK","0001001807"
"PUBL SVC ENTER","PEG","0001089206"
"PUBLIC STORAGE","PSA","0000318380"
"PUBLIC STORAGE ADR STK A","PSA.A","318380"
"PUBLIC SVC OKLA NT DEB B","POH","81027"
"PUBLICIS GROUPE ADR","PUB","0001050952"
"PUGET SOUND ENER","PSD","0001085392"
"PULITZER","PTZ","0001068848"
"PULTE HOMES","PHM","0000822416"
"PUTNAM HGH YIELD MUN TR STK FD","PYM","848077"
"PUTNAM HIGH INCM","PCF","810943"
"PUTNAM HIGH OPP","PCV","938380"
"PUTNAM INV GRADE","PGM","855048"
"PUTNAM MASTER TR STK FD","PMT","824463"
"PUTNAM MGE","PTM","0001113687"
"PUTNAM MNGE MUN TR STK FD","PMM","844790"
"PUTNAM MSTR INT TR STK FD","PIM","830622"
"PUTNAM MUNI BD","PMG","892884"
"PUTNAM MUNI OPP","PMO","900422"
